course_url,course_name,course_title,department,college,modal_aim,all_existing_outcomes,suggested_Spiritually_Strengthening_1,suggested_Spiritually_Strengthening_2,suggested_Spiritually_Strengthening_3,suggested_Intellectually_Enlarging_1,suggested_Intellectually_Enlarging_2,suggested_Intellectually_Enlarging_3,suggested_Character_Building_1,suggested_Character_Building_2,suggested_Character_Building_3,suggested_Lifelong_Learning_and_Service_1,suggested_Lifelong_Learning_and_Service_2,suggested_Lifelong_Learning_and_Service_3
https://catalog.byu.edu/courses/11032-000,ARTHC 595R,Foreign Language Readings for Art Historians,Comparative Arts and Letters,College of Humanities,Intellectually Enlarging,"Application Students will translate (from target language to English) a scholarly article of their own choice.
---
Research skills Students will learn the basic grammar and art history-specific vocabulary of the target language sufficient to comprehend or translate exhibition catalogue entries and other publications or archival sources.",Students will analyze and discuss how religious beliefs and spiritual values have influenced art historical scholarship and interpretations within their selected foreign-language readings.,"Students will articulate connections between spiritual insights from Latter-day Saint teachings and perspectives encountered in translated art historical texts, demonstrating integration of gospel principles with academic inquiry.",Students will reflect in writing on how engaging with art historical texts in a foreign language has deepened their personal testimony and appreciation of diverse religious and cultural expressions.,,,,"Demonstrate integrity by accurately citing and responsibly using translated sources, clearly distinguishing personal interpretation from original scholarly content.","Exhibit self-discipline and personal responsibility by consistently dedicating structured practice time to language study and translation tasks, as evidenced by regular progress logs or journals.",Cultivate humility and respect for cultural perspectives by thoughtfully reflecting on how linguistic nuances influence interpretations of art historical texts and sharing these insights in class discussions or written reflections.,Demonstrate the ability to independently identify and utilize foreign language resources to continue self-directed learning in art history beyond the course.,"Articulate specific ways that language translation skills can be applied to serve museums, community organizations, or cultural institutions through volunteer or professional activities.",Develop and propose a practical plan for ongoing language skill improvement and engagement with international scholarship to address real-world art historical questions or community cultural needs.
https://catalog.byu.edu/courses/12030-002,DANCE 274R,Irish Dance Technique 1,Dance,College of Fine Arts and Communications,Intellectually Enlarging,"Technical Skill and Artistry Students will demonstrate Irish solo soft and hard shoe dances and ceili dances with correct technique.
---
Technical Skill and Artistry Students will develop accurate sequential movement patterns, step combinations, and rhythms.
---
Technical Skill and Artistry Students will increase in cultural knowledge in Irish dance music, costuming, and history.
---
Technical Skill and Artistry Students will establish stylistically correct alignment, placement and weight shifting.","Students will articulate connections between principles of gospel teachings and the discipline, perseverance, and community aspects inherent in Irish dance.",Students will reflect upon and share personal insights on how studying Irish dance enhances their appreciation for divine creativity and cultural diversity.,"Students will frame meaningful questions about their dance practice in faithful contexts, seeking spiritual parallels and gospel-centered perspectives.",,,,"Demonstrate integrity and personal responsibility by consistently adhering to rehearsal schedules, preparation expectations, and class commitments.",Exhibit compassion and respect by actively supporting peers through constructive feedback and collaborative practice in group dances.,"Cultivate modesty and reverence by appropriately representing Irish dance traditions through respectful behavior, attire, and performance etiquette.",Create and implement a personal practice plan to independently sustain and refine Irish dance skills beyond formal instruction.,"Develop and present a community workshop or demonstration, utilizing Irish dance techniques to engage and educate diverse audiences about Irish culture.","Identify and articulate ways in which Irish dance skills and cultural knowledge can be applied to serve and enrich family, community, or church contexts."
https://catalog.byu.edu/courses/10556-004,DESGD 490,BFA Capstone Project: Research,Design,College of Fine Arts and Communications,Intellectually Enlarging,"Writing Analysis Students will demonstrate effective written analysis of their research, showing an ability to evaluate, compare, and interpret ideas.
---
Writing Standards Students will demonstrate appropriate rhetorical, logical, and typographic academic standards in communicating their ideas in writing.
---
Visual Iterations Students will design iterations of new visual concepts demonstrating analysis of their research.
---
Presentation Students will be able to defend their research and design thinking in presentation form using compelling storytelling, clear visual organization, and persuasive language.
---
Research Methods Students will demonstrate careful research, manifesting skill in identifing key scholarship and ideas related to a chosen topic.
---
Design Thinking Students will demonstrate and document effective application methods of design thinking to their research and final project through various modes of forming, reforming, constructing, and deconstructing concepts.
---
Design Implementation Students will visualize possible major visual projects that demonstrate synthesis and mastery of their research and establish a rhetorically compelling relationship between the content and format of their design.",Students will articulate how gospel principles inform and enhance their design research and creative processes through reflective writing or presentations.,"Students will demonstrate the integration of spiritual insights and ethical considerations into their design projects, explicitly connecting their creative choices to gospel teachings.","Students will frame and explore research questions and challenges in their capstone projects from a perspective of faith, demonstrating thoughtful engagement with spiritual and religious contexts.",,,,"Students will demonstrate integrity and ethical responsibility by appropriately crediting sources, respecting intellectual property rights, and transparently documenting their research and design processes.",Students will show compassion and respect for diverse perspectives by thoughtfully incorporating inclusive design principles and empathetically considering user experiences in their visual concepts.,"Students will exhibit personal discipline and accountability by consistently meeting project milestones, effectively managing their time, and proactively seeking and applying constructive feedback.","Students will create a personal plan outlining how they will continue to independently develop their design skills and knowledge beyond graduation, including specific resources and strategies for ongoing self-education.","Students will complete a reflective analysis that identifies ways their capstone project can address real-world community needs or societal challenges, demonstrating a commitment to applying design expertise in service to others.","Students will collaborate with a community organization or stakeholder to develop a design concept or proposal aimed at positively impacting the community, reflecting an ethic of service and civic engagement."
https://catalog.byu.edu/courses/09332-002,ME EN 450,Engineering Materials: Selection for Design,Mechanical Engineering,Ira A. Fulton College of Engineering,Intellectually Enlarging,"Real World Problems From a real-world problem, determine design requirements that incorporate relevant materials properties.
---
Materials Selection Learn and apply standard materials selections techniques to first identify classes of materials and then down select to specific materials that that meet material property requirements, keeping in mind the necessary processing and manufacturing techniques that will accompany the selected material.
---
Engineering Materials Compile a list of and become familiar with commonly used Engineering Materials and their applications, and understand basic structural and physical characteristics from which their properties are derived.
---
Capstone Materials Experience Combine knowledge in real world problems, materials selection, and engineering materials to design and manufacture an engineering product.","Articulate connections between principles of materials engineering and gospel teachings on stewardship, creation, and responsible use of resources.",Demonstrate the ability to frame ethical questions in materials selection and design decisions using gospel-centered perspectives and values.,Reflect in writing on how understanding the complexity and order in engineering materials strengthens personal testimony of divine creation and intelligent design.,,,,"Demonstrate ethical decision-making by evaluating and justifying materials selection choices based on integrity, transparency, and consideration of societal and environmental impacts.",Exhibit personal responsibility and self-discipline by consistently documenting and reflecting on the moral implications of engineering materials choices in design projects.,"Cultivate compassion and respect by collaboratively engaging in peer-review processes, providing constructive and supportive feedback that upholds high ethical standards and promotes professional character.","Demonstrate the ability to independently research and evaluate emerging engineering materials and technologies, articulating their potential impact on society and community well-being.","Develop and present a materials selection case study addressing a real-world humanitarian or community-focused engineering challenge, highlighting ethical considerations and opportunities for service.","Formulate a personal plan for ongoing professional development in materials engineering, emphasizing self-directed learning strategies and a commitment to applying expertise for the benefit of family, community, church, and society."
https://catalog.byu.edu/courses/07582-001,POLI 372,International Political Economy,Political Science,"College of Family, Home, and Social Sciences",Intellectually Enlarging,"Politics, International Relations, and Political Philosophy Demonstrate understanding of how International Relations theory applies to the subject matter of International Political Economy.
---
Effective Research and Analysis Complete a research paper that uses IPE theory to explain aspects of global political and economic interaction.
---
Integrity in Daily and Civic Activities Learn the consequences of plagiarism and how to avoid it.In written assignments, correctly acknowledge the words and/or ideas of other authors.
---
Political Process, Theory, and Thought Demonstrate understanding of different issue areas in international political economy.
---
Effective and Professional Writing Demonstrate the ability to write a well-crafted, persuasive research paper.
---
Critical Thinking and Analysis Demonstrate the ability to apply different theories of international political economy.
---
Politics, International Relations, and Political Philosophy Demonstrate a familiarity with each of the four major subfields of political science: American politics, comparative politics, international relations, and political philosophy.
---
Political Process, Theory, and Thought Possess a factual and theoretical knowledge of countries, political processes, political theories, and political thought.
---
Effective Research and Analysis Use appropriate methods of analysis and research, including qualitative and quantitative methods, historical comparison, and textual interpretation to answer political questions.
---
Effective and Professional Writing Write professional grade research papers on political science questions.
---
Critical Thinking and Analysis Think critically, analytically, and synthetically.",Articulate how principles of the restored gospel of Jesus Christ inform ethical perspectives and decision-making processes within international political economy.,"Analyze and discuss contemporary global economic issues through a gospel-centered lens, identifying implications for spiritual stewardship and moral responsibility.","Reflect in writing on personal spiritual insights gained from studying international political economy, demonstrating an integration of faith with academic understanding.",,,,"Articulate and defend ethical positions concerning global economic policies, demonstrating integrity and courage in advocating for justice and fairness.","Analyze case studies of international economic interactions to identify moral dilemmas and propose compassionate, responsible solutions consistent with Christlike principles.",Demonstrate personal responsibility and self-discipline through consistent adherence to ethical research practices and respectful discourse in class discussions and collaborative projects.,"Identify and evaluate real-world opportunities to apply international political economy knowledge in service-oriented roles within local, national, or international communities.","Demonstrate the ability to independently explore and critically assess current global economic and political issues, articulating how continued learning can enhance personal contributions to society.",Develop and present a practical proposal outlining how principles from international political economy can be utilized to address specific social or economic challenges in under-served communities.
https://catalog.byu.edu/courses/01314-002,CL CV 261,Greek and Roman Civilization and Literature in Film,Comparative Arts and Letters,College of Humanities,Intellectually Enlarging,"Understanding Classical Culture Through the exploration of films that present Greek and Roman narratives - historical, mythological, contextual - successful students will develop a greater understanding of adaptations of Classical culture, literature, and politics.
---
Classical Tradition in Cinema Successful students will learn how Classical texts have persistently formed the basis of narrative adaptation throughout the history of cinema, in overt and sometimes surprisingly covert ways.
---
Evaluating Cinematic Texts Through assigned readings, screenings and individual viewing of films, classroom discussion and written papers, successful students will develop their ability to evaluate cinematic texts critically and intelligently.","Articulate connections between classical Greek and Roman moral themes depicted in films and corresponding gospel principles, demonstrating an integration of academic insights with spiritual understanding.","Analyze cinematic portrayals of Greek and Roman figures and narratives to thoughtfully reflect on personal faith, testimony, and commitment to gospel values.","Formulate questions about classical literature and film adaptations that encourage faithful inquiry, fostering deeper spiritual insights and religious understanding.",,,,"Articulate and demonstrate ethical reasoning by analyzing moral dilemmas depicted in films based on Greek and Roman literature, applying classical virtues such as integrity, courage, and justice to contemporary contexts.","Identify and thoughtfully discuss examples of personal responsibility, self-control, and ethical leadership portrayed in cinematic adaptations of classical narratives, reflecting on their relevance to personal character development.","Demonstrate compassion, respect, and empathy through collaborative discussions and written reflections that explore diverse perspectives and moral complexities within Greek and Roman stories as represented in film.",Demonstrate an ongoing curiosity and ability to independently explore and analyze contemporary films and media that engage with or reinterpret Greek and Roman cultural narratives beyond the classroom setting.,"Identify and articulate ways in which classical themes and narratives depicted in films can inform meaningful community engagement, ethical decision-making, and service-oriented leadership in contemporary society.","Design a practical service project or initiative that utilizes insights gained from Greek and Roman civilization as portrayed in film to address a specific need or issue within the local community, church, or broader society."
https://catalog.byu.edu/courses/00954-001,CH EN 374,Fluid Mechanics,Chemical Engineering,Ira A. Fulton College of Engineering,Intellectually Enlarging,"Complex Problem Solving (ABET Student Outcome 1) Students will be able to identify, formulate, and solve complex engineering problems by applying principles of engineering, science, and mathematics.
---
Engineering Design (ABET Student Outcome 2) Students will be able to apply engineering design to produce solutions that meet specified needs with consideration of public health, safety, and welfare, as well as global, cultural, social, environmental, and economic factors.
---
Knowledge and Learning (ABET Student Outcome 7) Students will be able to acquire and apply new knowledge as needed, using appropriate learning strategies.
---
Dimensional Analysis and Dimensionless Numbers (BYU Course Objective) Students will be able to nondimensionalize equations, will understand the significance of dimensional analysis, and will be able to interpret the physical significance of dimensionless numbers.
---
Critical Thinking (BYU Course Objective) Students will exhibit critical and creative thinking skills for analysis and evaluation of problems and cause-effect relationships.
---
Engineering Intuition (BYU Course Objective) Students will be able to make order of magnitude estimates, assess reasonableness of solutions, and select appropriate levels of solution sophistication.
---
Flow System Design (BYU Course Objective) Students will be able to use a mechanical energy balance and/or the concepts of system demand and pump supply curves to design flow systems involving pipes, valves, fittings and/or pumps.
---
Pumps and Valves (BYU Course Objective) Students will have a practical understanding of the function and use of pumps and valves and be able to make design decisions accordingly.
---
Fluid Statics (BYU Course Objective) Students will be able to solve simple fluid statics problems.
---
Momentum Balances (BYU Course Objective) Students will be able to formulate steady-state integral and differential momentum balances in one dimension.
---
Advanced Fluid Mechanics Concepts (BYU Course Objective) Students will understand and be able to use advanced fluid mechanical concepts including boundary-layer theory, non-Newtonian flow, and turbulent flow.
---
External Flow (BYU Course Objective) Students will understand qualitatively how external flow around objects affects drag and be able to calculate drag forces and terminal velocities.
---
Compressible Flow (BYU Course Objective) Students will understand basic concepts relating to compressible flow including Mach numbers and choked flow.
---
Non-Newtonian Fluids (BYU Course Objective) Students will be able to calculate the the pressure drop in flow systems involving pipes and pumps for non-Newtonian fluids.
---
Chemical Properties (BYU Course Objective) Students will understand the physical/chemical behaviors of materials.","Students will articulate connections between fluid mechanics principles and gospel teachings, such as order, stewardship, and the divine nature of creation.","Students will demonstrate the ability to frame and explore challenging fluid mechanics questions from a perspective of faith, acknowledging both scientific and spiritual insights.",Students will reflect in writing or discussion on how studying fluid mechanics deepens their testimony of God's laws and the harmony between scientific principles and spiritual truths.,,,,"Demonstrate integrity and ethical responsibility by consistently acknowledging limitations, assumptions, and uncertainties in fluid mechanics analyses and designs.","Exhibit compassion and respect by effectively collaborating with peers, actively listening to diverse perspectives, and providing constructive feedback during group fluid mechanics projects.",Develop personal responsibility and self-discipline by independently managing time and resources to meet deadlines and maintain high standards of quality in fluid mechanics assignments and laboratory work.,Demonstrate the ability to independently identify current fluid mechanics challenges in local or global communities and propose actionable engineering solutions to address these challenges.,"Develop and present an outreach or educational activity designed to teach fundamental fluid mechanics principles to non-specialist community members, fostering a commitment to lifelong learning and community engagement.","Reflect on and articulate specific ways in which fluid mechanics knowledge and skills can be utilized in personal, professional, or community service opportunities throughout life."
https://catalog.byu.edu/courses/01526-002,C S 470,Introduction to Artificial Intelligence,Computer Science,"College of Computational, Mathematical, & Physical Sciences",Intellectually Enlarging,"Recognize problems that can use AI methods from business, medicine, robotics, gaming, and machine learning
---
Identify the component elements of the problem Does it require basic control? Does it involve uncertain reasoning? Does it have a simple goal, sophisticated utility, or multiple attributes? Does it require sequential choice or planning? How may decision makers are involved?
---
Formalize the problem in a way that is amenable to a solutio What is the internal representation? What performance criteria are relevant? What is the nature of the environment? What are the actuators? What are the sensors? What are the agent's utilities? How is uncertainty represented?
---
Be able to analyze, implement, and experiment with several A Uninformed, informed, constraint-satisfaction, hill-climbing, and stochastic (e.g., genetic algorithms) search Markov provesses, Bayes rule, Bayes nets, Hidden Markov Models, Grid Filters, and Kalman Filters Expected utility theory Multi-attribute utility theory Sequential choice under uncertainty: value and policy iteration Minimax solutions from game theory: alpha-beta pruning
---
Analyze and communicate solution quality Determine whether your solution is correct Express the quality of your solution Value the need to communicate your solution to others",Articulate ways artificial intelligence concepts and practices can be aligned with gospel teachings to ethically address societal challenges.,Critically evaluate ethical dilemmas in AI development and deployment through the lens of restored gospel principles.,Demonstrate the ability to frame artificial intelligence research questions and solutions in ways consistent with faith-based values and spiritual insights.,,,,"Demonstrate ethical reasoning by evaluating artificial intelligence applications and algorithms in terms of honesty, fairness, and societal impact.","Exhibit personal responsibility and integrity by acknowledging limitations, biases, and potential ethical consequences when designing and implementing AI systems.","Engage respectfully and compassionately in team-based AI projects, actively seeking opportunities to serve peers through collaborative problem-solving and knowledge sharing.",Demonstrate the ability to independently explore and critically evaluate emerging artificial intelligence technologies and methodologies beyond the classroom setting.,"Design and propose AI-driven solutions aimed at addressing real-world community or societal challenges, emphasizing ethical considerations and service-oriented goals.","Reflect upon and articulate personal responsibility in utilizing AI knowledge and skills to positively impact family, community, church, and professional environments throughout one's career."
https://catalog.byu.edu/courses/12291-000,LING 315,Phonology,Linguistics,College of Humanities,Intellectually Enlarging,"Communicate Results of Analyses Present the results of phonological analyses, showing awareness of foundational issues in theories of phonology.
---
Phonological Analysis Use a theoretical model to complete a phonological analysis at an intermediate level using appropriate methods and techniques.",Articulate connections between phonological diversity in human language and spiritual insights about the divine nature of human communication.,Reflect in writing on how studying phonological patterns across languages deepens appreciation for God's creation and the diversity of His children.,Formulate thoughtful questions about phonological theories and phenomena that integrate faithful perspectives and demonstrate a commitment to learning by study and faith.,,,,Demonstrate academic integrity and honesty by accurately attributing sources and transparently reporting phonological data and analyses.,Exhibit self-discipline and personal responsibility by consistently meeting project deadlines and actively participating in collaborative phonological analysis tasks.,"Show compassion and respect by thoughtfully engaging with peers' phonological analyses, providing constructive feedback, and supporting collaborative learning environments.","Demonstrate the ability to independently explore and critically evaluate current phonological research, fostering a habit of continued self-education beyond formal coursework.","Apply phonological knowledge and analytical skills to address language-related issues in community or service-based settings, illustrating a commitment to societal contribution.",Design and propose accessible educational materials or workshops that utilize phonological principles to assist underserved populations in language learning or literacy development.
https://catalog.byu.edu/courses/13386-000,WELSH 340,Introduction to Literature: Welsh,Language Studies,College of Humanities,Intellectually Enlarging,"Recognize and Analyze Recognize and analyze the most important genres in target-language literature.
---
Key Characteristics Identify and discuss key characteristics of the most important literary movements in the target culture.
---
Context Place literature in a meaningful cultural and historical context.
---
Language Skills Improve target-language reading, writing, and speaking skills.","Articulate connections between themes in Welsh literature and principles of the restored gospel, demonstrating thoughtful integration of faith and literary analysis.",Compose reflective responses to Welsh literary texts that explore personal spiritual insights and foster the development of individual testimony.,Frame literary questions and interpretations in ways that reflect faithful inquiry and deepen religious understanding within the context of Welsh cultural narratives.,,,,"Articulate personal reflections on moral and ethical dilemmas depicted in Welsh literature, demonstrating self-awareness and integrity.",Demonstrate compassion and respect through thoughtful discussion of diverse characters' experiences and perspectives in Welsh literary texts.,Apply insights from Welsh literary works to propose actionable ways to cultivate personal responsibility and ethical behavior in contemporary contexts.,Create a personal plan for continued exploration and appreciation of Welsh literature beyond the classroom setting.,Design and propose a community-oriented project that uses Welsh literary themes or texts to address a contemporary social issue or promote cultural understanding.,"Demonstrate the ability to articulate how insights gained from Welsh literary works can contribute meaningfully to personal growth, community engagement, or service-oriented activities."
https://catalog.byu.edu/courses/07752-003,MUSIC 287,Electronic Music Composition,Music,College of Fine Arts and Communications,Intellectually Enlarging,Modern and Experimental Vocabularies via Composition Introduction to modern and experimental music vocabularies via composition in electronic media.,"Compose an original electronic music piece inspired by scriptural themes, articulating in writing how specific gospel principles influenced creative choices.","Critically reflect on personal spiritual insights gained through the process of electronic music composition, documenting connections between artistic expression and individual testimony.","Analyze examples of electronic music through the lens of gospel teachings, identifying ways in which electronic media can enhance spiritual understanding and religious commitment.",,,,Demonstrate personal responsibility and integrity by ethically sourcing and appropriately attributing audio samples and creative content used in electronic compositions.,"Cultivate compassion and respect by providing constructive, thoughtful feedback to peers during collaborative electronic music projects and critiques.",Exhibit self-discipline and self-control through consistent practice habits and disciplined management of time and resources in the electronic music composition process.,Demonstrate the ability to independently identify and utilize emerging technologies and resources to continuously expand personal knowledge and skills in electronic music composition beyond formal coursework.,Design and present a community-oriented electronic music project or workshop that applies compositional skills to enrich local cultural and educational initiatives.,"Evaluate and articulate how electronic music composition can be utilized in service-oriented contexts, such as therapeutic, educational, or community outreach programs."
https://catalog.byu.edu/courses/13705-000,DESGD 145,Design 1,Design,College of Fine Arts and Communications,Intellectually Enlarging,"Drawing Methods, Media, and Process Students will apply methods, processes, skills and techniques for compositional sketches (""thumbnails""), observational studies, design ideation, and imaginative conceptualization.
---
Visual Perception, Aesthetics, and Craft Students will demonstrate an enhanced visual perception, aesthetic sensitivity, craftsmanship, and fluency in drawing media.
---
Design Thinking Students will apply creative, analytical, and critical thinking to solve visual problems through the design process.
---
Visual Vocabulary Students will express, analyze, and discuss visual ideas using language that demonstrates understanding of visual concepts and terms as well as appreciate the central role of visual communication and ideas in creative design.
---
Design Theory and Practice Students will demonstrate fluency in fundamentals of two-dimensional design theory by applying design principles in compositional exercises, including unity, variety, balance, emphasis, rhythm etc.
---
Color Theory and Application Students will demonstrate understanding of color theory in compositions, showing fluency in using color to denote ideas, culture, mood, and emotion.
---
Design Aesthetics and Presentation Students will exhibit good organization, craftsmanship, presentation and taste in design exercises, projects, and assignments.","Students will articulate connections between principles of design and gospel teachings, demonstrating how spiritual insights can inform and elevate creative expression.","Students will create a design project that visually represents a personally meaningful gospel principle or scripture, reflecting thoughtful integration of spiritual concepts with design skills.","Students will reflect in writing on how the creative process in design parallels spiritual growth and faith-building experiences, illustrating personal understanding and testimony development.",,,,Demonstrate integrity and ethical behavior by properly attributing sources and inspirations in all design projects and presentations.,"Exhibit personal responsibility and self-discipline through consistent adherence to deadlines, active participation in critiques, and constructive reception to feedback.","Cultivate compassion and respect for diverse perspectives by thoughtfully considering cultural, social, and ethical implications in visual design solutions.","Develop a personal strategy for ongoing learning in design, including identifying resources, communities, and practices that will support continued skill growth and adaptation beyond formal education.",Demonstrate the ability to apply design skills and principles to create visual solutions addressing real-world community needs or social issues.,"Reflect critically on how design practice can serve others, articulating specific ways that design can positively impact family, community, church, or broader society."
https://catalog.byu.edu/courses/06796-000,POLSH 102,First-Year Polish,Language Studies,College of Humanities,Intellectually Enlarging,"Comprehension Understand written and spoken target language relating to familiar topics.
---
Culture Function appropriately in routine, familiar situations in the target culture.
---
Writing In the target language, write short, simple messages consisting of structurally-accurate sentences on familiar topics.
---
Speaking Speak the target language well enough to satisfy immediate needs related to basic social situations, simple transactions, basic food and lodging, and routine travel.","Express personal testimonies and simple spiritual insights in Polish, demonstrating integration of language skills with gospel principles.","Identify and discuss key religious traditions and spiritual practices within Polish culture, comparing them thoughtfully with restored gospel teachings.",Compose simple written reflections in Polish that articulate connections between personal faith experiences and cultural or linguistic learning.,,,,Demonstrate honesty and integrity by accurately representing one's language proficiency and appropriately acknowledging assistance received in language assignments.,"Exhibit compassion and respect by actively listening and responding courteously during interactions in Polish-speaking contexts, valuing cultural perspectives different from one's own.",Display self-discipline and personal responsibility by consistently completing language practice assignments and proactively seeking opportunities to improve Polish skills outside of class.,"Identify and engage with Polish-language resources and communities beyond the classroom to foster continuous, independent language learning.",Demonstrate the ability to use basic Polish language skills in volunteer or community service settings to effectively communicate and assist others.,"Reflect on and articulate personal goals for ongoing language acquisition, emphasizing how language proficiency can enhance service opportunities within diverse communities."
https://catalog.byu.edu/courses/11353-000,SPAN 106,University Spanish 2,Spanish and Portuguese,College of Humanities,Intellectually Enlarging,"Writing Communicate using paragraph level discourse in writing.
---
Culture Demonstrate understanding of and appreciation for Hispanic cultures.
---
Communication Be understood by sympathetic native speakers despite occasional misunderstandings.
---
Conversation Use Spanish to maintain simple verbal conversations on everyday topics.
---
Narration Describe and narrate in the past, present, and future a portion of the time.
---
Culture Understand that Hispanic culture is vast and diverse.",Articulate connections between gospel principles and cultural practices or traditions studied in Hispanic communities.,Compose short reflections in Spanish integrating personal spiritual insights with topics discussed in class.,Discuss respectfully in Spanish how learning about diverse Hispanic cultures deepens appreciation for gospel teachings on unity and charity.,,,,Demonstrate honesty and integrity by accurately representing personal language proficiency and appropriately acknowledging sources in Spanish-language assignments.,"Engage respectfully and compassionately in Spanish-language interactions, demonstrating sensitivity and openness towards diverse cultural perspectives and experiences.","Exhibit personal responsibility and self-discipline by consistently preparing for class activities, completing assignments punctually, and proactively seeking opportunities to practice Spanish beyond the classroom.",Identify and actively engage in local or global service opportunities where Spanish language skills can be utilized to support and uplift Spanish-speaking communities.,"Develop a personalized plan for ongoing self-directed Spanish language learning beyond the classroom, including specific resources and strategies for continued improvement.","Reflect on and articulate how proficiency in Spanish can contribute to meaningful service within family, church, and community contexts throughout life."
https://catalog.byu.edu/courses/00184-010,PWS 598R,Advanced Topics in the Plant and Wildlife Sciences.,Plant and Wildlife Sciences,College of Life Sciences,Intellectually Enlarging,Research Give students a specific topic to increase their understanding of the scientific method as it relates to focused research objectives.,Articulate connections between advanced scientific principles in plant and wildlife sciences and gospel teachings regarding stewardship and divine creation.,Demonstrate the ability to frame research questions and interpret findings in plant and wildlife sciences through a lens of faith and spiritual inquiry.,Reflect critically on how personal scientific research in plant and wildlife sciences enhances individual testimony and contributes to spiritually grounded environmental stewardship.,,,,"Demonstrate ethical responsibility by accurately representing research findings, acknowledging contributions of others, and actively avoiding plagiarism in scholarly work.",Exhibit compassion and respect for diverse perspectives by constructively engaging in peer reviews and collaborative research activities.,"Practice personal accountability and integrity by consistently meeting research deadlines, maintaining thorough and accurate records, and honestly reporting experimental outcomes.","Demonstrate the ability to independently identify, evaluate, and utilize current scientific literature to continually update personal expertise in plant and wildlife sciences beyond formal education.",Develop and propose actionable strategies that apply advanced plant and wildlife science concepts to address community or environmental challenges through service-oriented projects.,"Articulate a personal commitment to using acquired knowledge in plant and wildlife sciences to actively engage in service opportunities benefiting family, community, church, or broader society."
https://catalog.byu.edu/courses/11417-000,ARAB 421R,Fourth-Year Arabic Writing Tutorial,Asian and Near Eastern Languages,College of Humanities,Intellectually Enlarging,"Writing Write short essays, journal entries and notes at the ACTFL intermediate high level.",Compose reflective essays in Arabic that integrate personal spiritual insights with cultural and linguistic knowledge gained through the study of Arabic texts.,"Analyze and articulate gospel principles using authentic Arabic writings and scriptures, demonstrating the ability to connect language study with spiritual understanding.","Develop and present written testimonies in Arabic, clearly expressing personal faith and commitment to gospel teachings within culturally appropriate contexts.",,,,Compose reflective essays in Arabic that demonstrate honesty and ethical reasoning by analyzing moral dilemmas and articulating personal integrity.,"Produce journal entries in Arabic that explore experiences of compassion, service, and respect for diverse cultures and perspectives within Arabic-speaking communities.",Demonstrate personal responsibility and self-discipline through consistent submission of written assignments that integrate moral virtues and Christlike attributes discussed in class.,Demonstrate the ability to independently research and critically evaluate Arabic-language resources to continue personal and professional growth beyond formal education.,Compose reflective essays connecting Arabic writing skills to opportunities for service and leadership within diverse communities locally and internationally.,"Develop and present a written proposal in Arabic addressing a real-world community issue, outlining practical solutions and strategies for meaningful service and engagement."
https://catalog.byu.edu/courses/03733-001,ME EN 510,Compressible Fluid Flow,Mechanical Engineering,Ira A. Fulton College of Engineering,Intellectually Enlarging,"Characteristics of Various Flows Understand characteristics of isentropic flow, normal shock waves, oblique shock waves, Prandtl-Meyer flow, Fanno (friction) flow, Rayleigh (heat transfer) flow, and multidimensional flow.
---
Governing Equations and Basic Principles for Compressibility Understand how to start from governing equations and basic principles to solve problems where it is desired to account for compressibility.
---
Concepts for Solving and Analyzing Compressibility Problems Learn concepts needed to solve and analyze problems that account for compressibility in both internal and external flow applications.
---
Applications, Problem Solving, and Analyzation of Results Discover applications where compressibility is important, how to solve problems, and analyze results. Communicate results through technical reports and presentations.","Articulate how principles of order, design, and natural law observed in compressible fluid flow can enhance personal appreciation for divine creation and spiritual insights.","Integrate gospel perspectives with the study of compressible fluid dynamics by exploring scriptural and prophetic teachings related to stewardship, responsibility, and the ethical implications of engineering applications.",Demonstrate the ability to frame complex engineering problems related to compressible fluid flow in ways that reflect faith-based inquiry and promote a deeper understanding of spiritual truth and professional integrity.,,,,"Demonstrate integrity and ethical responsibility by accurately reporting experimental data and clearly distinguishing between assumptions, approximations, and verified results in technical communications.","Exhibit self-discipline and personal accountability through timely completion of assignments, proactive engagement in collaborative team projects, and respectful consideration of diverse viewpoints during discussions.",Cultivate compassion and service-oriented attitudes by identifying and articulating the ethical implications and societal impacts of engineering decisions related to compressible fluid flow applications.,"Identify and evaluate real-world engineering scenarios where compressible fluid flow knowledge can address societal challenges, emphasizing applications that benefit community and environmental well-being.","Demonstrate the ability to independently access, interpret, and integrate new advancements and emerging research in compressible fluid dynamics to support ongoing professional development and lifelong learning.","Design and propose engineering solutions utilizing compressible fluid flow principles that prioritize ethical considerations, sustainability, and service-oriented outcomes for diverse communities."
